state.abb,county,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,id,state.name,population
ND,Morton County,2020,General Purpose,32928549,10443991,1816137,0,695298,0,18401472,0,534285,0,1037366,2067774,9754687,26880,15471768,297463,27023646,0,0,0,27321109,0500000US38059,North Dakota,33291
IL,Bureau County,2020,General Purpose,15549312,12732751,1515479,0,0,0,0,4331304,1085184,0,215898,4093906,5224514,268000,12090647,2590758,19086309,0,0,0,21677067,0500000US17011,Illinois,33244
GA,Pickens County,2020,General Purpose,28308930,9869355,1785268,375872,0,4682426,9553849,0,1192973,0,399187,8750370,5622150,119823,27973321,1695539,40770125,0,0,0,42465664,0500000US13227,Georgia,33216
GA,Lee County,2020,General Purpose,6517174,0,1501099,170177,0,737009,2265717,0,0,0,1030713,7160533,388398,1107924,28266637,5009462,31914030,0,0,0,36923492,0500000US13177,Georgia,33163
NC,Transylvania County,2020,General Purpose,25831897,216298,3010508,0,0,0,7927519,78522,3589919,0,2629628,5685391,7534477,0,53319370,490667,66048571,0,0,0,66539238,0500000US37175,North Carolina,32986
MO,Lafayette County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,1440198,6540927,99795,7000491,1261017,13820394,0,0,0,15081411,0500000US29107,Missouri,32984
TX,Jasper County,2020,General Purpose,10463388,0,1350699,0,0,0,6078601,0,2697495,0,336593,3304535,2116093,937849,15879198,-658479,22896154,0,0,0,22237675,0500000US48241,Texas,32980
WV,Greenbrier County,2020,General Purpose,2969437,0,0,0,0,0,974868,0,1671581,0,322988,2580436,1335420,1848543,14292865,3315337,16741927,0,0,0,20057264,0500000US54025,West Virginia,32977
IL,Morgan County,2020,General Purpose,4030572,0,928261,0,0,0,2878056,0,0,0,0,2166595,4250972,0,10579485,2427115,14569937,0,0,0,16997052,0500000US17137,Illinois,32915
TN,Weakley County,2020,General Purpose,30411390,0,8729946,0,12909941,5095559,2505558,962380,0,0,247682,48705283,3787325,1468381,12877995,1233845,65605139,0,0,0,66838984,0500000US47183,Tennessee,32902
TN,Rhea County,2020,General Purpose,49064991,30800000,647471,0,14976132,1407289,0,2162633,391807,0,410337,3615511,3543932,1915820,14394875,4574057,18896081,0,0,0,23470138,0500000US47143,Tennessee,32870
CA,Lassen County,2020,General Purpose,64469350,0,2772345,3658166,0,0,49997018,0,2106207,0,1257894,7775280,45627245,6249495,19151771,6794337,72009454,0,0,0,78803791,0500000US06035,California,32730
OH,Jackson County,2020,General Purpose,0,550000,0,784639,1552743,0,17019930,16225,10697305,68236,0,6555547,18443652,2015675,13277449,4755268,35537055,0,0,0,40292323,0500000US39079,Ohio,32653
WV,Logan County,2020,General Purpose,4421618,0,616952,0,0,201676,1131973,0,2108590,0,362427,1452419,1997371,425747,14294992,-829573,19000102,0,0,0,18170529,0500000US54045,West Virginia,32567
MD,Dorchester County,2020,General Purpose,106065399,41819863,7351727,274895,6142450,0,14838501,0,27467748,0,1077921,5491954,7260297,773650,50873426,-2895339,67294666,0,0,0,64399327,0500000US24019,Maryland,32531
TX,Hale County,2020,General Purpose,6406647,16875,852468,0,0,1270000,4136386,0,0,0,130918,1778860,1310313,0,15056107,1522703,16622577,0,0,0,18145280,0500000US48189,Texas,32522
SC,Chester County,2020,General Purpose,61494626,25982882,5748992,660456,0,0,26340918,0,1656002,0,914580,4292098,3733344,941899,35236530,8100923,36102948,152608,0,0,44203871,0500000US45023,South Carolina,32294
TN,Henry County,2020,General Purpose,18113448,16477334,152060,0,0,1032500,0,1247937,0,0,451554,4021307,6175670,1725123,9893934,2475027,19341007,0,0,0,21816034,0500000US47079,Tennessee,32199
KS,Lyon County,2020,General Purpose,0,0,0,3119950,0,0,9499990,0,0,0,1252125,0,0,0,37837651,3043311,34794340,0,0,0,37837651,0500000US20111,Kansas,32179
TN,Claiborne County,2020,General Purpose,30158143,28110832,760484,280665,59970,0,0,1335212,0,0,295822,3660788,2675226,1879158,15095403,3307861,20002714,0,0,0,23310575,0500000US47025,Tennessee,32043
OR,Malheur County,2020,General Purpose,0,0,0,312920,100840,0,10906521,0,610454,0,636573,4141747,3470324,0,19280812,1399584,25493299,392169,32056,0,26892883,0500000US41045,Oregon,31571
KS,Montgomery County,2020,General Purpose,0,0,0,56089,45693,0,6932241,0,0,0,0,0,0,0,33759539,1379539,32380000,0,0,0,33759539,0500000US20125,Kansas,31486
MI,Huron County,2020,General Purpose,55540331,0,4263938,0,0,0,19884486,0,29938984,0,1452923,8777142,6487417,1909492,16239627,-1821404,35235082,0,0,0,33413678,0500000US26063,Michigan,31407
GA,Gilmer County,2020,General Purpose,41591251,37657086,2103124,1033878,0,0,0,0,0,0,590482,4749722,2392479,747047,29980485,8809806,29059927,0,0,0,37869733,0500000US13123,Georgia,31353
VA,Amherst County,2020,General Purpose,63545336,19746083,6802271,21576631,0,2772370,4120643,0,1563498,0,1279147,7380330,7720720,28263,37116520,388777,51857056,0,0,0,52245833,0500000US51009,Virginia,31307
TX,Titus County,2020,General Purpose,116383158,114034184,798971,0,0,0,1550003,0,0,0,0,2250008,422524,0,13424410,-2741510,18838452,219987,90000,0,16096942,0500000US48449,Texas,31247
NE,Adams County,2020,General Purpose,0,1710000,0,373960,0,4030000,0,0,0,0,0,1145734,4312206,0,19099943,4029604,20528279,0,0,0,24557883,0500000US31001,Nebraska,31205
CO,Delta County,2020,General Purpose,4663473,0,777200,608787,0,0,0,0,0,0,1195912,4091939,6075595,497750,17840586,2736679,25769191,0,0,0,28505870,0500000US08029,Colorado,31196
MN,Polk County,2020,General Purpose,56730313,31196827,3449031,896609,0,0,16574334,0,896184,0,2116019,15086674,32128771,126992,29305193,-4329051,80976681,0,0,0,76647630,0500000US27119,Minnesota,31192
SC,Clarendon County,2020,General Purpose,71670714,30097957,1469464,1229356,0,128800,20564191,0,17098394,0,614652,3465996,152267,1167040,28746733,1218743,32313293,0,0,0,33532036,0500000US45027,South Carolina,31144
MT,Lake County,2020,General Purpose,15236894,481700,1470012,1127425,476186,0,9589971,0,426826,0,1087046,5142871,2817155,245126,16207276,2735514,21676914,0,0,0,24412428,0500000US30047,Montana,31134
MO,Stone County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,1371908,0,0,27587290,8013277,20945921,0,0,0,28959198,0500000US29209,Missouri,31076
CO,Summit County,2020,General Purpose,18007693,0,9570232,1399011,0,0,0,0,0,0,2374175,23825588,15194454,9130108,66993352,30075008,85068494,0,0,0,115143502,0500000US08117,Colorado,31055
TX,Bee County,2020,General Purpose,30468120,26672724,2370483,551439,0,0,0,1454420,584145,0,289329,3159147,2467392,32890,14632381,-6946,20298756,0,81341,0,20291810,0500000US48025,Texas,31047
TX,Kleberg County,2020,General Purpose,14290003,6515000,4184209,0,0,0,2728741,0,439221,0,422832,3976970,6357465,769773,15704991,1233856,25575343,0,0,0,26809199,0500000US48273,Texas,31040
SC,Williamsburg County,2020,General Purpose,112154548,66072170,5017717,0,0,7990000,24884949,0,371287,0,864227,8995416,5163273,234455,22366355,-5453770,42213269,0,0,0,36759499,0500000US45089,South Carolina,31026
PA,Elk County,2020,General Purpose,5212940,2304269,926075,0,0,0,1982596,0,0,0,0,2074179,8221367,1491775,10124902,765772,21146451,0,0,0,21912223,0500000US42047,Pennsylvania,30990
WY,Sheridan County,2020,General Purpose,13014317,1800000,1816051,153783,273657,542227,7442872,0,495453,0,449274,2275297,2669886,2579456,19191886,3063294,23653231,0,0,0,26716525,0500000US56033,Wyoming,30921
MN,Freeborn County,2020,General Purpose,27187047,7694192,1799527,0,0,0,15201996,0,644891,0,1846441,8052903,22836797,2886771,30122956,13029985,50869442,0,0,0,63899427,0500000US27047,Minnesota,30895
VA,Caroline County,2020,General Purpose,124806614,100429582,7214350,10011836,0,0,0,1723558,2912671,0,945985,5495277,7823407,712903,49893920,3869320,60056187,2906713,743036,0,63925507,0500000US51033,Virginia,30887
MI,Clare County,2020,General Purpose,12304552,1289000,1224177,787336,69017,0,7742104,0,633907,0,559011,0,0,0,8571770,43179,8528591,0,0,0,8571770,0500000US26035,Michigan,30856
TN,Obion County,2020,General Purpose,2329110,0,207452,0,1437000,37226,0,688584,233944,0,413488,7829586,169590,1990839,12159219,3619899,18529335,0,0,0,22149234,0500000US47131,Tennessee,30787
TN,Giles County,2020,General Purpose,939039,0,213960,0,0,0,0,1844921,463692,0,261387,4510681,3448955,398880,14219664,1985686,20592494,0,0,0,22578180,0500000US47055,Tennessee,30346
VA,Powhatan County,2020,General Purpose,131221240,119797062,2687002,1630626,0,0,2986158,0,3171393,0,948999,2830753,6030863,88000,54701460,7115417,56535659,0,0,0,63651076,0500000US51145,Virginia,30333
VA,Mecklenburg County,2020,General Purpose,141859058,127050787,5418225,0,0,0,4772690,0,974676,0,1818125,1619293,9515560,0,88641388,9575179,90201062,34656228,2547556,0,99776241,0500000US51117,Virginia,30319
KY,Knox County,2020,General Purpose,0,21735000,0,0,90314,0,0,0,0,0,0,92418,4146387,0,16445433,-4644072,25328310,0,0,0,20684238,0500000US21121,Kentucky,30193
GA,Wayne County,2020,General Purpose,35688867,6600000,0,0,0,0,0,0,25276337,0,0,4538423,1459506,1312186,27518400,5504241,29324274,0,0,0,34828515,0500000US13305,Georgia,30144
WI,Door County,2020,General Purpose,22727800,11778276,3113166,0,0,0,0,4608236,3082016,0,3374813,16003823,10823777,0,38072558,7515900,57384258,0,0,0,64900158,0500000US55029,Wisconsin,30066
MN,Cass County,2020,General Purpose,65742755,0,4482153,0,0,0,15000893,0,43092215,0,3167494,6634559,27304840,1850774,30389564,13535288,52644449,0,0,0,66179737,0500000US27021,Minnesota,30066
GA,Haralson County,2020,General Purpose,3916730,1245000,1449355,80980,0,0,957273,0,0,0,184122,1663376,1349262,780507,21887068,2531217,23148996,0,0,0,25680213,0500000US13143,Georgia,29919
VA,Smyth County,2020,General Purpose,64022864,48010507,6260224,1938000,0,0,4258679,0,2167323,0,1055744,4446016,9782392,12194,24809040,733795,38315847,0,0,0,39049642,0500000US51173,Virginia,29800
NY,Schoharie County,2020,General Purpose,190986163,6830627,10721322,0,0,27085000,17409372,0,126286496,0,1812815,6577358,26373617,0,43959984,1646410,75264549,0,0,0,76910959,0500000US36095,New York,29714
WY,Park County,2020,General Purpose,14587032,0,1441454,0,0,0,9175215,0,0,0,516084,4305359,1110938,334320,21998599,-51536,27800752,0,0,0,27749216,0500000US56029,Wyoming,29624
NC,Bladen County,2020,General Purpose,83634885,20761063,4144599,0,1621060,21386262,7730673,38815,26680105,0,1311123,12091823,9908314,646130,34815716,3033895,54428088,38429,0,0,57461983,0500000US37017,North Carolina,29606
TX,Grimes County,2020,General Purpose,6593357,0,2894934,229356,0,0,87224,0,3134252,0,247591,2990648,1749343,701374,19377743,710573,24108535,0,0,0,24819108,0500000US48185,Texas,29268
OH,Gallia County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,6503,4387868,0,117370,173468,4338273,0,0,0,4511741,0500000US39053,Ohio,29220
SC,Marion County,2020,General Purpose,63897011,16934457,7306005,3526887,1751094,993542,15471634,0,17284775,0,628617,9068911,663564,853744,14062387,641003,24007603,0,0,0,24648606,0500000US45067,South Carolina,29183
VA,Carroll County,2020,General Purpose,36446661,22546331,4766120,649706,1042327,0,6009532,0,581018,0,851627,2986997,10192681,0,36986528,10233989,39932217,0,0,0,50166206,0500000US51035,Virginia,29155
CO,Morgan County,2020,General Purpose,3566163,0,1567016,0,0,0,0,0,0,0,1030307,5270777,8731797,0,20289284,-4894426,39186284,0,0,0,34291858,0500000US08087,Colorado,29111
WV,Hancock County,2020,General Purpose,3011044,0,143300,0,0,0,1013993,0,1455211,0,398540,2477396,1421020,16500,9192241,288948,12818209,0,0,0,13107157,0500000US54029,West Virginia,29095
MI,Mason County,2020,General Purpose,17715663,0,1725051,0,0,0,14398993,0,0,1189977,1061545,14373939,3245654,14883,18456859,7653156,28438180,59817570,2926508,0,62744078,0500000US26105,Michigan,29052
OH,Fayette County,2020,General Purpose,0,19226136,0,0,1984292,0,16705222,43673,10751450,39559,0,7064568,14515562,2881942,39737035,6985692,57213415,0,0,0,64199107,0500000US39047,Ohio,28951
KS,Ellis County,2020,General Purpose,0,7040000,0,1574439,19670,0,11733261,0,0,0,0,0,0,0,38246797,7048764,31198033,0,0,0,38246797,0500000US20051,Kansas,28934
OH,Van Wert County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,5394175,13700942,493000,13671535,2691637,30568015,0,0,0,33259652,0500000US39161,Ohio,28931
CA,Glenn County,2020,General Purpose,201053099,0,8123459,3865730,5501366,0,82589410,0,85021397,0,2622141,19612907,53462344,6205851,18318956,-16321610,113921668,0,0,0,97600058,0500000US06021,California,28917
MI,Alpena County,2020,General Purpose,27614261,16094876,1984030,0,409273,0,9017992,0,0,0,108090,5617078,3175094,1319673,8649042,1295615,17465272,446836,35433,0,18760887,0500000US26007,Michigan,28907
MN,Pine County,2020,General Purpose,56103079,33039865,3875625,3166,1271544,0,12975057,0,2655693,0,2282129,7990178,20762362,217680,24632091,10394008,43208303,0,0,0,53602311,0500000US27115,Minnesota,28876
TN,Marion County,2020,General Purpose,23860623,22601053,332950,148080,0,444505,0,443080,314010,0,20025,3003702,3535764,1884207,14500701,6134833,16789541,185842,0,0,22924374,0500000US47115,Tennessee,28837
MD,Garrett County,2020,General Purpose,96028261,43036462,10514375,0,3092615,0,17968246,0,13458852,0,3399580,9390011,9214578,5446334,82288759,10889628,95450054,0,0,0,106339682,0500000US24023,Maryland,28806
SC,Jasper County,2020,General Purpose,61793309,19276491,3392019,2090188,0,1694204,16192030,0,18186140,0,962237,5058634,3617511,5482284,33358687,13485874,34031242,0,0,0,47517116,0500000US45053,South Carolina,28791
NC,Cherokee County,2020,General Purpose,24093721,0,3781902,0,0,0,5243904,67235,3090644,0,815743,7246117,5700069,219271,31138779,-1310491,45614727,0,0,0,44304236,0500000US37039,North Carolina,28774
MN,Le Sueur County,2020,General Purpose,63951825,44328028,5762444,0,0,0,11575397,0,0,0,2285956,4313844,10813655,6200532,29848256,9168276,42008011,0,0,0,51176287,0500000US27079,Minnesota,28674
MO,Stoddard County,2020,General Purpose,0,0,0,48000,3835675,0,0,0,0,0,0,1285176,42099,1107191,3986489,952917,5468038,0,0,0,6420955,0500000US29207,Missouri,28672
TX,Cass County,2020,General Purpose,6454216,4040799,663987,0,0,457000,1136928,0,0,0,155502,1805704,1123269,52485,10640797,1365191,12257064,0,0,0,13622255,0500000US48067,Texas,28454
TN,Carroll County,2020,General Purpose,14484440,0,5017337,0,6748000,655000,0,1363346,77791,0,1834264,42337138,3842804,574329,8850923,141078,55464116,0,0,0,55605194,0500000US47017,Tennessee,28440
UT,Sanpete County,2020,General Purpose,15536863,12410089,907345,0,0,0,2069208,0,0,0,150221,4284545,5847088,0,10400848,2587088,17945393,0,0,0,20532481,0500000US49039,Utah,28437
WI,Lincoln County,2020,General Purpose,32875100,14312483,3084001,0,0,2600000,0,0,1841234,0,2145678,11220355,6352276,0,18514575,1000833,35086373,0,0,0,36087206,0500000US55069,Wisconsin,28415
TX,Palo Pinto County,2020,General Purpose,9398923,500000,917203,519615,0,350000,1685448,0,5153481,0,273176,3171757,406482,138779,15434166,4805941,14345243,0,0,0,19151184,0500000US48363,Texas,28409
GA,Jones County,2020,General Purpose,18078080,1675000,1762289,116222,0,9021381,4643422,0,0,0,709766,5002797,1950515,1602631,19524385,3577902,24502426,0,0,0,28080328,0500000US13169,Georgia,28347
FL,Bradford County,2020,General Purpose,31032723,0,2998574,0,0,0,26207503,0,848593,0,799342,6947953,6766845,1364842,17150427,-1608679,33838746,0,0,0,32230067,0500000US12007,Florida,28303
VA,Wythe County,2020,General Purpose,82716210,39524733,3809812,191063,9518003,0,3054818,0,1241071,0,390689,4660873,9111997,264800,32131629,2830043,43339256,0,0,0,46169299,0500000US51197,Virginia,28290
IL,Montgomery County,2020,General Purpose,0,0,0,0,0,0,1643854,1155228,0,0,0,2975131,4286289,0,10232965,1156587,16337798,0,0,0,17494385,0500000US17135,Illinois,28288
FL,Baker County,2020,General Purpose,34540826,0,2684095,2502633,0,59923,28221074,0,0,0,1073101,6116374,16371926,3954607,14499894,1628845,39313956,0,0,0,40942801,0500000US12003,Florida,28259
NM,Grant County,2020,General Purpose,38045002,13485000,711559,353715,0,3133349,14429354,0,5012733,0,448465,2777106,4745780,3016723,18659162,1981767,27217004,0,0,0,29198771,0500000US35017,New Mexico,28185
NC,Currituck County,2020,General Purpose,89834004,10900000,7882645,0,0,0,8380927,71658,29612021,0,1392292,19421414,3624439,1501156,69118590,10510571,83155028,0,0,0,93665599,0500000US37053,North Carolina,28100
GA,White County,2020,General Purpose,7273258,4965000,1180562,80329,0,0,0,0,0,0,578634,2683462,1326580,511847,23319384,2884949,24956324,0,0,0,27841273,0500000US13311,Georgia,28003
IL,Logan County,2020,General Purpose,16716676,11518102,1474672,177603,0,0,2517974,0,632817,0,226508,4019716,2805864,267976,9708239,1267017,15534778,0,0,0,16801795,0500000US17107,Illinois,27987
GA,Peach County,2020,General Purpose,17554611,0,3046143,2830738,0,0,4166509,0,0,0,500616,4172254,1263988,414644,20579854,253672,26177068,0,0,0,26430740,0500000US13225,Georgia,27981
GA,Monroe County,2020,General Purpose,65819549,42264780,5123934,2843361,0,1015751,6896909,0,2967692,0,2836625,8865221,3237202,15,33412222,4575958,40938702,0,0,0,45514660,0500000US13207,Georgia,27957
VA,Dinwiddie County,2020,General Purpose,76914907,68343312,2233552,0,0,0,2304433,0,2726678,0,591372,2941168,6749400,0,45874736,4806971,50758333,0,0,0,55565304,0500000US51053,Virginia,27947
WV,Randolph County,2020,General Purpose,6760245,3669509,462532,86241,0,0,610235,0,1370530,0,231862,2345219,1463151,0,7734910,-216193,11759473,0,0,0,11543280,0500000US54083,West Virginia,27932
TN,Henderson County,2020,General Purpose,20509466,18707119,144738,9552,1094894,0,40442,2035691,193002,0,241302,4296305,3507314,191649,9165436,1105149,16055555,0,0,0,17160704,0500000US47077,Tennessee,27842
WV,Jackson County,2020,General Purpose,3625757,319908,45339,217583,0,0,737282,279479,2100005,0,205640,3392308,1971770,0,10143802,2048040,13459840,0,0,0,15507880,0500000US54035,West Virginia,27791
CA,Del Norte County,2020,General Purpose,151041403,0,4259502,0,2266847,0,50780038,0,87966303,0,2782967,4450899,46050906,0,22101313,-7656869,80259987,396595,11203,0,72603118,0500000US06015,California,27743
GA,Upson County,2020,General Purpose,9680384,4580000,1016876,2463640,0,883217,626325,0,0,0,230788,5522440,2291654,24625,22771419,6167547,24442591,0,0,0,30610138,0500000US13293,Georgia,27700
OH,Henry County,2020,General Purpose,30127578,0,845772,4112,2695000,0,13208400,88499,9093898,0,1896630,4738180,19396923,2037116,18290154,4632454,39829919,0,0,0,44462373,0500000US39069,Ohio,27662
OH,Adams County,2020,General Purpose,0,1106546,0,0,1658915,0,14677795,0,9690090,0,0,5176133,14870886,1730679,12510491,2391859,31896330,0,0,0,34288189,0500000US39001,Ohio,27477
TX,San Jacinto County,2020,General Purpose,7381654,916164,3616124,552315,0,1040000,172006,0,651340,0,433705,3064760,1793054,1732619,14366586,2924987,18032032,0,0,0,20957019,0500000US48407,Texas,27402
OR,Tillamook County,2020,General Purpose,51038562,7925000,2047901,216821,2045000,0,362516,0,215976,0,0,14044426,11626155,996266,34578039,5747375,55497511,0,0,0,61244886,0500000US41057,Oregon,27390
TN,White County,2020,General Purpose,26621335,19139106,620223,0,0,332187,0,73622,0,0,0,5689864,3539958,2371610,11195554,4607615,18189371,0,0,0,22796986,0500000US47185,Tennessee,27351
VA,Fluvanna County,2020,General Purpose,104041845,91277981,4594962,4814688,0,0,1379298,0,641861,198606,687584,1770312,7423037,112500,46477180,3237979,52545050,0,0,0,55783029,0500000US51065,Virginia,27249
SC,Union County,2020,General Purpose,26337801,3775179,1379381,1355685,0,0,16234186,0,2532900,0,607137,3057126,2441442,1207761,19888941,2187848,24407422,0,0,0,26595270,0500000US45087,South Carolina,27244
NM,San Miguel County,2020,General Purpose,24858392,2784175,2553608,0,0,8149288,8015675,0,3050115,0,305531,1720372,3839991,1386972,12065596,861784,18151147,0,0,0,19012931,0500000US35047,New Mexico,27201
NM,Cibola County,2020,General Purpose,28245121,16521434,608549,0,0,878716,7405286,0,2626335,0,204801,1678493,2156851,196908,12871826,876281,16027797,0,0,0,16904078,0500000US35006,New Mexico,27172
IL,Iroquois County,2020,General Purpose,2930546,0,2169997,0,592928,0,0,2370650,0,0,167621,2760485,572738,0,10679406,3157135,10855494,0,0,0,14012629,0500000US17075,Illinois,27077
OK,Caddo County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16530241,320687,16209554,0,0,0,16530241,0500000US40015,Oklahoma,26945
KY,Woodford County,2020,General Purpose,0,8311680,0,701120,0,0,0,0,0,0,0,0,0,0,24289461,5535992,18753469,0,0,0,24289461,0500000US21239,Kentucky,26871
TN,Hardin County,2020,General Purpose,42329657,33970000,1789976,1655241,1021507,411555,1651644,2328121,298420,0,192240,6013983,6115700,1671936,14003434,4540975,23264078,0,0,0,27805053,0500000US47071,Tennessee,26831
GA,Dawson County,2020,General Purpose,9553776,0,3413841,330101,0,0,1053160,0,0,0,1516019,6764480,5428183,1250850,35654758,6661944,42436327,0,0,0,49098271,0500000US13085,Georgia,26798
GA,Stephens County,2020,General Purpose,16984860,12525000,1058388,0,0,793732,0,0,0,0,256313,2490242,296826,590278,18591693,-1370650,23339689,0,0,0,21969039,0500000US13257,Georgia,26784
MS,Yazoo County,2020,General Purpose,34625966,12398213,2077860,2516845,900775,0,16396931,0,0,0,335342,5652448,1258240,1240869,16814681,-553404,25519642,0,0,0,24966238,0500000US28163,Mississippi,26743
TX,Gillespie County,2020,General Purpose,15423120,11220064,1912356,1898237,0,0,0,0,0,0,392463,3290259,441275,45864,24079011,4757287,23099122,0,0,0,27856409,0500000US48171,Texas,26725
VA,King George County,2020,General Purpose,110466956,69367235,7830875,3892632,0,0,2412348,0,881641,0,1102432,17713174,6052746,87804,42585542,4892220,61547046,0,0,0,66439266,0500000US51099,Virginia,26723
OH,Carroll County,2020,General Purpose,40793849,4130000,2037282,349368,108619,0,18787098,0,12152669,43648,1528373,6438419,14714033,533483,13693305,-1609131,36988371,0,0,0,35379240,0500000US39019,Ohio,26721
WI,Juneau County,2020,General Purpose,32041099,18676951,5615211,0,458530,1624818,0,2965929,1675487,0,2711036,11298550,14626312,132010,19267056,5074724,40249204,0,0,0,45323928,0500000US55057,Wisconsin,26718
IA,Boone County,2020,General Purpose,15492316,0,667786,2151109,0,2707000,4280460,0,439992,0,463921,7508869,5031762,2733355,10698525,3664334,22308177,0,0,0,25972511,0500000US19015,Iowa,26715
OR,Wasco County,2020,General Purpose,14589556,0,1203704,0,0,0,12470271,0,760158,0,155423,11984268,3266076,358054,17847386,18093619,15362165,0,0,0,33455784,0500000US41065,Oregon,26670
MI,Oceana County,2020,General Purpose,10042642,835000,298383,0,0,0,7224689,0,1081414,0,603156,3490203,3458469,13100,10920328,2124257,15757843,0,0,0,17882100,0500000US26127,Michigan,26659
NE,Cass County,2020,General Purpose,0,0,0,1329820,0,0,0,0,0,0,0,3175145,4202673,0,17995158,1607088,23765888,0,0,0,25372976,0500000US31025,Nebraska,26598
NY,Lewis County,2020,General Purpose,276629372,7330000,26433221,3143456,779364,0,45381214,0,182459287,0,1007559,93610596,25723838,1902669,38080745,-1685793,161003641,0,0,0,159317848,0500000US36049,New York,26582
NC,Ashe County,2020,General Purpose,25524454,0,1985479,0,6576047,0,4509531,58843,8286956,0,793053,4602583,5713280,1059404,27483808,-526063,39385138,0,0,0,38859075,0500000US37009,North Carolina,26577
KY,Grayson County,2020,General Purpose,0,23195000,0,0,1029364,0,0,0,0,0,0,0,0,0,42600408,5271808,37328600,0,0,0,42600408,0500000US21085,Kentucky,26420
GA,Grady County,2020,General Purpose,23374683,20073716,1399223,577823,10,36556,1107631,0,0,0,179724,2243437,1011396,619988,18692530,4205137,18362214,0,0,0,22567351,0500000US13131,Georgia,26236
OR,Union County,2020,General Purpose,12075959,914564,1674857,1317287,5059752,785175,0,0,298216,0,1380987,3758701,11959748,562739,11272911,2307790,25246309,1990645,399471,0,27554099,0500000US41061,Oregon,26196
CO,Elbert County,2020,General Purpose,10344125,5977638,1078137,2778129,110000,0,0,0,0,0,400221,5859871,10214576,855107,20018309,4953607,31994256,0,0,0,36947863,0500000US08039,Colorado,26062
MI,Charlevoix County,2020,General Purpose,23578327,0,1528417,0,14689,0,16719686,0,4960249,0,355286,3737876,4215813,255675,15579327,2723176,21065515,0,0,0,23788691,0500000US26029,Michigan,26054
KY,Taylor County,2020,General Purpose,0,14915000,0,0,946065,0,0,0,0,0,0,0,0,0,14546298,-27964,14574262,0,0,0,14546298,0500000US21217,Kentucky,26023
KS,Franklin County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42973086,6005246,36967840,0,0,0,42973086,0500000US20059,Kansas,25996
MI,Dickinson County,2020,General Purpose,30525418,725000,385997,41742,0,191497,16445628,0,12251962,83657,483592,3802266,2825948,0,11418377,-282141,18328732,0,0,0,18046591,0500000US26043,Michigan,25947
MN,Brown County,2020,General Purpose,20929055,3665683,1854590,0,252713,0,11193152,0,576295,0,2025750,6488654,20694360,18996,18030506,10767460,34465056,0,0,0,45232516,0500000US27015,Minnesota,25912
CO,Montezuma County,2020,General Purpose,4545606,0,3784273,0,0,0,0,0,0,0,761333,5174427,24028799,121125,16044542,-1222348,46591241,0,0,0,45368893,0500000US08083,Colorado,25849
GA,Hart County,2020,General Purpose,6380474,0,1082497,0,0,4440841,0,0,0,0,857136,6063962,1325452,1260470,18931596,5616475,21965005,0,0,0,27581480,0500000US13147,Georgia,25828
VA,Russell County,2020,General Purpose,27374644,8480352,3222612,5561147,70016,0,5923033,0,3205369,0,613616,519382,9864066,0,23703316,1201464,32885300,0,0,0,34086764,0500000US51167,Virginia,25781
SD,Lawrence County,2020,General Purpose,0,0,0,0,0,0,0,13647,0,0,0,1517104,5950164,84062,13359929,-1284732,22195991,0,0,0,20911259,0500000US46081,South Dakota,25768
NC,Montgomery County,2020,General Purpose,102039545,0,7875003,0,10677000,0,3526003,42189,3670164,0,591378,8273793,4885257,980827,28218335,7297381,35060831,0,0,0,42358212,0500000US37123,North Carolina,25751
IA,Plymouth County,2020,General Purpose,8474700,2794137,984921,0,0,800000,3516925,0,35856,0,342861,1690857,6454364,6241695,14470177,9340475,19516618,0,0,0,28857093,0500000US19149,Iowa,25698
SC,Edgefield County,2020,General Purpose,17057976,2011746,294517,0,0,0,14236895,0,0,0,423168,3574209,2465593,1087316,10990746,-833477,18951341,0,0,0,18117864,0500000US45037,South Carolina,25657
OK,Garvin County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18295504,1706152,16589352,0,0,0,18295504,0500000US40049,Oklahoma,25656
MI,Cheboygan County,2020,General Purpose,13026285,0,2318414,0,0,0,10036315,0,0,0,469617,4820093,4034260,595520,11173640,-1330435,21953948,0,0,0,20623513,0500000US26031,Michigan,25579
IA,Benton County,2020,General Purpose,6271192,0,1847455,0,0,0,3377472,0,524461,0,461498,2207802,9789296,455693,11900001,-1446617,25799409,1642906,0,0,24352792,0500000US19011,Iowa,25575
NV,Churchill County,2020,General Purpose,61157020,14241549,3983071,649075,0,0,32232025,0,8206275,0,1829025,24845827,3926006,1465337,28310562,5119040,53428692,0,0,0,58547732,0500000US32001,Nevada,25516
