"","state.abb","state.name","geo_id","government_ID","entity","total_liabilities","revenues","lia_rev_ratio"
"664","FL","Florida","1600000US1264175","10205800100000","Sarasota",324739356,189921631,170.99
"665","IN","Indiana","1600000US1801468","15204800200000","Anderson",0,249438329,0
"666","MS","Mississippi","1600000US2869280","25201760300000","Southaven",159467148,77076730,206.89
"667","ID","Idaho","1600000US1616750","13202800300000","Coeur D Alene",74674200,74712929,99.95
"668","NJ","New Jersey","1600000US3459190","31202000800000","Plainfield",83931307,133826369,62.72
"669","IL","Illinois","1600000US1754885","14201607000000","Oak Park",280382758,101501017,276.24
"670","CA","California","1600000US0687042","05203640500000","Yucaipa",11414750,40938852,27.88
"671","OR","Oregon","1600000US4173650","38203480200000","Tigard",178615181,96787688,184.54
"672","MA","Massachusetts","1600000US2552490","22200500700000","Peabody",565172254,279656807,202.09
"673","NC","North Carolina","1600000US3757500","34206400600000","Rocky Mount",150581684,200761159,75.01
"674","FL","Florida","1600000US1255925","10201700100000","Pensacola",338720293,197625201,171.4
"675","MI","Michigan","1600000US2642820","23204180100000","Kentwood",16550948,51453677,32.17
"676","AR","Arkansas","1600000US0505320","04200400100000","Bentonville",113641245,202569728,56.1
"677","KS","Kansas","1600000US2044250","17208100200000","Manhattan",320019416,117413083,272.56
"678","IL","Illinois","1600000US1781048","14202201700000","Wheaton",85552709,76475560,111.87
"679","CA","California","1600000US0684816","05205740100000","West Sacramento",0,0,NA
"680","CA","California","1600000US0614890","05203600300000","Colton",251510565,133805837,187.97
"681","MN","Minnesota","1600000US2743252","24202702200000","Minnetonka",92347901,92407041,99.94
"682","CA","California","1600000US0655618","05201950700000","Paramount",51686983,45459312,113.7
"683","TX","Texas","1600000US4828068","44208400100000","Galveston",318720198,148876669,214.08
"684","AZ","Arizona","1600000US0410530","03201100100000","Casa Grande",174186803,107521023,162
"685","FL","Florida","1600000US1207525","10203630200000","Bonita Springs",25495157,34779413,73.31
"686","WA","Washington","1600000US5336745","48203470100000","Lacey",38608696,118595090,32.56
"687","MN","Minnesota","1600000US2718188","24202700800000","Edina",158146794,127592682,123.95
"688","MT","Montana","1600000US3008950","27201600200000","Bozeman",148241285,129345825,114.61
"689","NE","Nebraska","1600000US3119595","28204000400000","Grand Island",134438076,174740503,76.94
"690","NC","North Carolina","1600000US3735200","34201340100000","Kannapolis",259288246,81429180,318.42
"691","FL","Florida","1600000US1256975","10205201600000","Pinellas Park",39515690,104176676,37.93
"692","TN","Tennessee","1600000US4769420","43207500300000","Smyrna",74784769,100732103,74.24
"693","MA","Massachusetts","1600000US2540710","22200520100000","Methuen",510276227,221524073,230.35
"694","CA","California","1600000US0604758","05203300200000","Beaumont",253562175,76877125,329.83
"695","NJ","New Jersey","1600000US3479610","31200901000000","West New York",106197056,131097708,81.01
"696","UT","Utah","1600000US4945860","45200300700000","Logan",118788507,142076933,83.61
"697","IL","Illinois","1600000US1753234","14205701600000","Normal",235511338,94056522,250.39
"698","MI","Michigan","1600000US2605920","23201300300000","Battle Creek",253327155,109508584,231.33
"699","WI","Wisconsin","1600000US5540775","50203200300000","La Crosse",188836310,123286047,153.17
"700","OH","Ohio","1600000US3925256","36204700400000","Elyria",213383387,87674644,243.38
"701","CA","California","1600000US0683668","05204400300000","Watsonville",113706037,120208073,94.59
"702","CA","California","1600000US0630014","05201901800000","Glendora",168379722,68983326,244.09
"703","MO","Missouri","1600000US2924778","26209503400000","Florissant",20876563,38424884,54.33
"704","IL","Illinois","1600000US1735411","14201651400000","Hoffman Estates",376634072,100060082,376.41
"705","CA","California","1600000US0600947","05203030300000","Aliso Viejo",18840934,25172175,74.85
"706","WA","Washington","1600000US5308850","48201720300000","Burien",23486328,49163663,47.77
"707","AZ","Arizona","1600000US0444270","03201090200000","Marana",163014066,115572580,141.05
"708","TX","Texas","1600000US4872392","44208400300000","Texas City",88749282,110389039,80.4
"709","CA","California","1600000US0657526","05203001400000","Placentia",92565473,58478517,158.29
"710","VA","Virginia","1600000US5135624","47211600100000","Harrisonburg",256309652,174013737,147.29
"711","ID","Idaho","1600000US1682810","13204200800000","Twin Falls",70790589,73231234,96.67
"712","MO","Missouri","1600000US2937592","26204900800000","Joplin",70940567,100779265,70.39
"713","GA","Georgia","1600000US1324768","11204410100000","Dunwoody",13861720,43529115,31.84
"714","CA","California","1600000US0612048","05203360100000","Cathedral City",261102333,76471277,341.44
"715","CA","California","1600000US0618394","05201500200000","Delano",86001283,74296073,115.75
"716","NY","New York","1600000US3675484","33204200600000","Troy",318876665,111349619,286.37
"717","TN","Tennessee","1600000US4716420","43207900300000","Collierville",163929572,198319368,82.66
"718","OK","Oklahoma","1600000US4023950","37202400500000","Enid",196781412,120660025,163.09
"719","CA","California","1600000US0616742","05201901100000","Covina",121216896,68258656,177.58
"720","CA","California","1600000US0662896","05201952300000","Rosemead",12809129,32252261,39.72
"721","CA","California","1600000US0655184","05203390200000","Palm Desert",68330293,102093536,66.93
"722","OH","Ohio","1600000US3919778","36207700500000","Cuyahoga Falls",148149165,137793492,107.52
"723","UT","Utah","1600000US4920120","45201860100000","Draper",60029358,68112406,88.13
"724","OH","Ohio","1600000US3949840","36200900400000","Middletown",98610332,93724505,105.21
"725","OH","Ohio","1600000US3941664","36201802600000","Lakewood",208828444,104755755,199.35
"726","UT","Utah","1600000US4953230","45201800300000","Murray",58691304,116223151,50.5
"727","TX","Texas","1600000US4830644","44222001200000","Grapevine",314940374,166658765,188.97
"728","CT","Connecticut","1600000US0947515","07200550100000","Milford",753326000,257234000,292.86
"729","IN","Indiana","1600000US1814734","15200300200000","Columbus",0,162957728,0
"730","IL","Illinois","1600000US1720591","14202200500000","Downers Grove",201668237,89828765,224.5
"731","NC","North Carolina","1600000US3744220","34204900200000","Mooresville",184202503,144519815,127.46
"732","CA","California","1600000US0617750","05203050200000","Cypress",67195036,51589183,130.25
"733","MN","Minnesota","1600000US2757220","24202703400000","St. Louis Park",141047964,99657707,141.53
"734","TN","Tennessee","1600000US4770580","43206000300000","Spring Hill",36377368,62155838,58.53
"735","CA","California","1600000US0603386","05201900400000","Azusa",244556861,133809964,182.76
"736","MO","Missouri","1600000US2913600","26209540200000","Chesterfield",37032605,37703371,98.22
"737","OH","Ohio","1600000US3954040","36204501000000","Newark",184898252,66405346,278.44
"738","TX","Texas","1600000US4807132","44222000200000","Bedford",170508436,75646895,225.4
"739","CA","California","1600000US0641474","05203100300000","Lincoln",82994877,78186955,106.15
"740","OH","Ohio","1600000US3925704","36201801800000","Euclid",261457365,86741076,301.42
"741","IN","Indiana","1600000US1842426","15204900900000","Lawrence",0,125247679,0
"742","OH","Ohio","1600000US3922694","36202500500000","Dublin",320450943,139261349,230.11
"743","CA","California","1600000US0612524","05205000100000","Ceres",58271645,63172665,92.24
"744","FL","Florida","1600000US1214250","10201300400000","Coral Gables",432768318,206365677,209.71
"745","FL","Florida","1600000US1278275","10205301700000","Winter Haven",184272806,114448705,161.01
"746","TX","Texas","1600000US4813492","44205700500000","Cedar Hill",129244814,78563451,164.51
"747","MA","Massachusetts","1600000US2521990","22200900200000","Everett",522192727,277692372,188.05
"748","MA","Massachusetts","1600000US2503690","22200120100000","Barnstable",469157073,245726552,190.93
"749","MI","Michigan","1600000US2665560","23203970100000","Portage",66390925,63774533,104.1
"750","WV","West Virginia","1600000US5414600","49202000200000","Charleston",865915023,132001067,655.99
"751","CA","California","1600000US0658520","05203760100000","Poway",82212769,94953996,86.58
"752","FL","Florida","1600000US1271900","10200500700000","Titusville",124785596,75342226,165.63
"753","MS","Mississippi","1600000US2831020","25201800100000","Hattiesburg",250268054,91340326,274
"754","IL","Illinois","1600000US1729938","14201603400000","Glenview",143535517,146807792,97.77
"755","NY","New York","1600000US3651055","33203200500000","Niagara Falls",556066426,125012938,444.81
"756","OK","Oklahoma","1600000US4070300","37206000600000","Stillwater",149365028,131373457,113.69
"757","ND","North Dakota","1600000US3853380","35205100800000","Minot",183866160,189136103,97.21
"758","VA","Virginia","1600000US5144984","47205400300000","Leesburg",167200885,110631228,151.13
"759","WA","Washington","1600000US5307380","48201700500000","Bothell",148444957,119625482,124.09
"760","CA","California","1600000US0640032","05201952000000","La Mirada",33222797,48390113,68.66
"761","CA","California","1600000US0659587","05203030200000","Rancho Santa Margarita",13984728,22082706,63.33
"762","NC","North Carolina","1600000US3774540","34209800700000","Wilson",158425091,248324167,63.8
"763","MI","Michigan","1600000US2624120","23203300200000","East Lansing",240855458,109696652,219.57
"764","CT","Connecticut","1600000US0947290","07200400200000","Middletown",533351000,253033000,210.78
"765","MI","Michigan","1600000US2669800","23205001100000","Roseville",149548139,65768381,227.39
"766","LA","Louisiana","1600000US2251410","19203700100000","Monroe",376504366,130067250,289.47
"767","TX","Texas","1600000US4811428","44212600200000","Burleson",201798055,106061910,190.26
"768","NC","North Carolina","1600000US3770540","34209201000000","Wake Forest",74994774,78983163,94.95
"769","OH","Ohio","1600000US3947138","36207000500000","Mansfield",146611130,84592761,173.31
"770","CA","California","1600000US0650916","05200100800000","Newark",202608526,78419391,258.37
"771","OH","Ohio","1600000US3949056","36204300700000","Mentor",125360314,87509080,143.25
"772","TN","Tennessee","1600000US4715400","43200600200000","Cleveland",272565154,251017991,108.58
"773","CA","California","1600000US0608100","05203000200000","Brea",234595320,116680979,201.06
"774","FL","Florida","1600000US1224300","10205600100000","Fort Pierce",105981875,70762690,149.77
"775","FL","Florida","1600000US1251075","10204800800000","Ocoee",93051368,73658290,126.33
"776","AZ","Arizona","1600000US0451600","03201090100000","Oro Valley",100837243,91398732,110.33
"777","CA","California","1600000US0668154","05204000400000","San Luis Obispo",253985009,144565555,175.69
"778","FL","Florida","1600000US1278250","10204801100000","Winter Garden",47506652,76737022,61.91
"779","KS","Kansas","1600000US2062700","17208500500000","Salina",188224659,93145060,202.08
"780","WV","West Virginia","1600000US5439460","49200600200000","Huntington",295233512,63537854,464.66
"781","AZ","Arizona","1600000US0457450","03201360100000","Prescott Valley",94170992,97278103,96.81
"782","NM","New Mexico","1600000US3525800","32202400300000","Farmington",268010082,225405943,118.9
"783","VA","Virginia","1600000US5114968","47210400100000","Charlottesville",283358820,267803084,105.81
"784","OH","Ohio","1600000US3904720","36202960100000","Beavercreek",39553866,39671758,99.7
"785","OH","Ohio","1600000US3975098","36201805100000","Strongsville",136549118,82473398,165.57
"786","MA","Massachusetts","1600000US2502690","22200300100000","Attleboro",534711698,229605868,232.88
"787","TX","Texas","1600000US4843012","44206170300000","Little Elm",119274997,88534085,134.72
"788","IN","Indiana","1600000US1882700","15202900800000","Westfield",0,154573987,0
"789","FL","Florida","1600000US1200950","10205900100000","Altamonte Springs",25106736,73120486,34.34
"790","TX","Texas","1600000US4831928","44222001300000","Haltom",85837288,68938321,124.51
"791","TX","Texas","1600000US4835528","44223600100000","Huntsville",134075483,65826339,203.68
"792","AZ","Arizona","1600000US0457380","03201300200000","Prescott",198934669,146352553,135.93
"793","IL","Illinois","1600000US1723620","14202200600000","Elmhurst",218357988,96406627,226.5
"794","TX","Texas","1600000US4838632","44222001500000","Keller",88080509,91018839,96.77
"795","UT","Utah","1600000US4907690","45200600100000","Bountiful",30381121,65929290,46.08
"796","TX","Texas","1600000US4839952","44210500200000","Kyle",118753333,99992344,118.76
"797","CO","Colorado","1600000US0845255","06200300600000","Littleton",27721739,71278168,38.89
"798","IA","Iowa","1600000US1979950","16207701300000","Urbandale",116878782,71090866,164.41
"799","CA","California","1600000US0649278","05204300900000","Morgan Hill",104470493,97185471,107.5
"800","FL","Florida","1600000US1215968","10201310400000","Cutler Bay",19447479,29308544,66.35
"801","TN","Tennessee","1600000US4708280","43209480100000","Brentwood",76802544,83998963,91.43
"802","NJ","New Jersey","1600000US3465790","31201201100000","Sayreville Borough",187513046,165396786,113.37
"803","OH","Ohio","1600000US3916014","36201801500000","Cleveland Heights",107384524,78730136,136.4
"804","AZ","Arizona","1600000US0466820","03200200400000","Sierra Vista",113364778,62561852,181.2
"805","LA","Louisiana","1600000US2200975","19204000100000","Alexandria",257523939,174551338,147.53
"806","OH","Ohio","1600000US3925970","36200900200000","Fairfield",85781227,75013529,114.35
"807","VA","Virginia","1600000US5107784","47206100100000","Blacksburg",61248193,72647557,84.31
"808","FL","Florida","1600000US1249425","10200670400000","North Lauderdale",21338713,57503316,37.11
"809","IL","Illinois","1600000US1760287","14209901400000","Plainfield",56386841,68900185,81.84
"810","VT","Vermont","1600000US5010675","46200400100000","Burlington",349694771,190172972,183.88
"811","IN","Indiana","1600000US1882862","15207900400000","West Lafayette",0,102373021,0
"812","CA","California","1600000US0655254","05203301000000","Palm Springs",550695178,240231891,229.23
"813","TX","Texas","1600000US4872530","44206160100000","The Colony",155140765,84729711,183.1
"814","MN","Minnesota","1600000US2743864","24201400900000","Moorhead",270359119,137783112,196.22
"815","MA","Massachusetts","1600000US2559105","22200500800000","Salem",427814470,213753789,200.14
"816","IL","Illinois","1600000US1744407","14202201100000","Lombard",78126824,79215220,98.63
"817","NY","New York","1600000US3627485","33203001400000","Freeport",394712523,124251319,317.67
"818","CA","California","1600000US0642524","05204200200000","Lompoc",197201147,102372625,192.63
"819","TN","Tennessee","1600000US4728540","43208300100000","Gallatin",84342420,169803819,49.67
"820","CA","California","1600000US0662546","05204970200000","Rohnert Park",92293345,116189012,79.43
"821","MO","Missouri","1600000US2978442","26209200600000","Wentzville",102570512,80325572,127.69
"822","CA","California","1600000US0621782","05201300400000","El Centro",0,0,NA
"823","FL","Florida","1600000US1250575","10200601000000","Oakland Park",140972407,79247443,177.89
"824","MI","Michigan","1600000US2670520","23207300700000","Saginaw",554536667,93317729,594.25
"825","FL","Florida","1600000US1227322","10205000700000","Greenacres",8470567,34572093,24.5
"826","NH","New Hampshire","1600000US3314200","30200700100000","Concord",237293484,93666903,253.34
"827","PA","Pennsylvania","1600000US4202184","39200700100000","Altoona",144337348,44643195,323.31
"828","CA","California","1600000US0610345","05204300200000","Campbell",88785061,61665631,143.98
"829","MA","Massachusetts","1600000US2553960","22200200200000","Pittsfield",779289932,216551167,359.86
"830","CA","California","1600000US0665028","05204101000000","San Bruno",173428679,105449600,164.47
"831","NJ","New Jersey","1600000US3440350","31202000500000","Linden",131045723,239808522,54.65
"832","MN","Minnesota","1600000US2759350","24207000800000","Shakopee",69367477,52418498,132.33
"833","FL","Florida","1600000US1249475","10201301900000","North Miami Beach",267614761,121838361,219.65
"834","TX","Texas","1600000US4867496","44209100700000","Sherman",117167997,84152211,139.23
"835","UT","Utah","1600000US4920810","45202530100000","Eagle Mountain",53292703,92460542,57.64
"836","CA","California","1600000US0617988","05200760100000","Danville",13217981,42619450,31.01
"837","MD","Maryland","1600000US2436075","21202200400000","Hagerstown",165226016,108392182,152.43
"838","WA","Washington","1600000US5307695","48201800100000","Bremerton",108500000,104750101,103.58
"839","NC","North Carolina","1600000US3731060","34201800500000","Hickory",110979931,114675131,96.78
"840","SC","South Carolina","1600000US4570405","41204300300000","Sumter",138199186,73778082,187.32
"841","OH","Ohio","1600000US3936610","36205760100000","Huber Heights",145859786,55341784,263.56
"842","CA","California","1600000US0653070","05200730100000","Oakley",20083090,44034570,45.61
"843","RI","Rhode Island","1600000US4480780","40200400500000","Woonsocket",616669013,199520966,309.07
"844","MO","Missouri","1600000US2937000","26202600300000","Jefferson",87735162,71149237,123.31
"845","IL","Illinois","1600000US1709447","14201650200000","Buffalo Grove",111813204,69880447,160.01
"846","FL","Florida","1600000US1253150","10206400800000","Ormond Beach",82965003,70515341,117.66
"847","IL","Illinois","1600000US1749867","14208100800000","Moline",219640880,91765947,239.35
"848","TX","Texas","1600000US4816612","44205701800000","Coppell",190598592,128299574,148.56
"849","WA","Washington","1600000US5356695","48202701000000","Puyallup",53042405,115914506,45.76
"850","WA","Washington","1600000US5320750","48203100400000","Edmonds",89180461,88653672,100.59
"851","VA","Virginia","1600000US5148952","47214090100000","Manassas",218491646,246127572,88.77
"852","MA","Massachusetts","1600000US2505595","22200500100000","Beverly",616657434,185762050,331.96
"853","VA","Virginia","1600000US5121344","47210900100000","Danville",153590823,280194555,54.82
"854","GA","Georgia","1600000US1355020","11203800400000","Newnan",20314782,45922672,44.24
"855","MI","Michigan","1600000US2653780","23205600200000","Midland",164376282,96783207,169.84
"856","IL","Illinois","1600000US1704845","14208200200000","Belleville",229155005,66319315,345.53
"857","GA","Georgia","1600000US1331908","11206900300000","Gainesville",209454199,142483758,147
"858","CA","California","1600000US0659514","05201990100000","Rancho Palos Verdes",17722729,36456829,48.61
"859","GA","Georgia","1600000US1359735","11206710100000","Peachtree Corners",18149696,27515928,65.96
"860","MN","Minnesota","1600000US2740382","24206250100000","Maplewood",88918797,59422617,149.64
"861","TX","Texas","1600000US4866128","44209450100000","Schertz",111481348,84013043,132.7
"862","MA","Massachusetts","1600000US2523875","22201400100000","Fitchburg",429970647,215883179,199.17
"863","CA","California","1600000US0614260","05203300500000","Coachella",84854798,52186849,162.6
"864","MA","Massachusetts","1600000US2538715","22200900500000","Marlborough",272381,1811408,15.04
"865","TN","Tennessee","1600000US4716540","43206000100000","Columbia",94959748,148443052,63.97
"866","CA","California","1600000US0634120","05203500100000","Hollister",108729443,80834690,134.51
"867","IA","Iowa","1600000US1949485","16205701100000","Marion",115033380,59365887,193.77
"868","AZ","Arizona","1600000US0408220","03200840100000","Bullhead City",76661500,54293217,141.2
"869","TN","Tennessee","1600000US4728960","43207900400000","Germantown",144505532,155917883,92.68
"870","OH","Ohio","1600000US3921434","36202100200000","Delaware",174739209,97610962,179.02
"871","GA","Georgia","1600000US1351670","11206010300000","Milton",60917480,44002432,138.44
"872","TX","Texas","1600000US4841212","44205701900000","Lancaster",104495391,67325255,155.21
"873","AR","Arkansas","1600000US0555310","04203500300000","Pine Bluff",3833037,65877227,5.82
"874","OH","Ohio","1600000US3932592","36202500800000","Grove",123752799,72745373,170.12
"875","NC","North Carolina","1600000US3732260","34209200500000","Holly Springs",99338053,76707626,129.5
"876","FL","Florida","1600000US1228452","10200600500000","Hallandale Beach",250909850,135618690,185.01
"877","TX","Texas","1600000US4827648","44208450200000","Friendswood",110780882,54234579,204.26
"878","TX","Texas","1600000US4876816","44207001100000","Waxahachie",181785708,89143364,203.93
"879","IL","Illinois","1600000US1704013","14201600400000","Bartlett",149289939,57764677,258.45
"880","OH","Ohio","1600000US3966390","36202501900000","Reynoldsburg",77384268,58358578,132.6
"881","KY","Kentucky","1600000US2117848","18205900200000","Covington",226418359,71688301,315.84
"882","MA","Massachusetts","1600000US2581035","22200901100000","Woburn",441261967,205034326,215.21
"883","CT","Connecticut","1600000US0968100","07200100500000","Shelton",62482466,144712840,43.18
"884","MA","Massachusetts","1600000US2576030","22200700400000","Westfield",586302507,276533818,212.02
"885","MD","Maryland","1600000US2401600","21200200100000","Annapolis",310114860,115999065,267.34
"886","MA","Massachusetts","1600000US2513205","22201300200000","Chelsea",271541639,264646190,102.61
"887","CA","California","1600000US0617568","05201901200000","Culver City",395326649,198722283,198.93
"888","OR","Oregon","1600000US4140550","38200300800000","Lake Oswego",337253460,116058344,290.59
"889","IA","Iowa","1600000US1911755","16200700200000","Cedar Falls",51598572,64344230,80.19
"890","TX","Texas","1600000US4821628","44205700900000","Duncanville",38308053,58057559,65.98
"891","OH","Ohio","1600000US3941720","36202300500000","Lancaster",493164099,96970928,508.57
"892","NM","New Mexico","1600000US3532520","32201300200000","Hobbs",145946404,118611714,123.05
"893","PA","Pennsylvania","1600000US4273808","39201401000000","State College",37049573,44307054,83.62
"894","TX","Texas","1600000US4835576","44222001400000","Hurst",112347303,75560034,148.69
"895","OH","Ohio","1600000US3927048","36203200400000","Findlay",74467557,63309454,117.62
"896","IL","Illinois","1600000US1719161","14201900200000","Dekalb",160141109,66664013,240.22
"897","IL","Illinois","1600000US1717887","14205600300000","Crystal Lake",125575440,68490834,183.35
"898","MI","Michigan","1600000US2647800","23208201800000","Lincoln Park",130277127,40189226,324.16
"899","FL","Florida","1600000US1202681","10201330100000","Aventura",47410972,58296981,81.33
"900","NJ","New Jersey","1600000US3424420","31200201900000","Fort Lee Borough",100794298,176388815,57.14
"901","AL","Alabama","1600000US0126896","01203900100000","Florence",171641457,236664809,72.53
"902","TX","Texas","1600000US4877272","44210801200000","Weslaco",116791368,56231759,207.7
"903","CT","Connecticut","1600000US0956200","07200600500000","Norwich",287415000,266924000,107.68
"904","CO","Colorado","1600000US0808675","06200100300000","Brighton",66598208,134935742,49.36
"905","FL","Florida","1600000US1253575","10205900400000","Oviedo",82852328,62256917,133.08
"906","WA","Washington","1600000US5333805","48201701200000","Issaquah",50472136,98820577,51.07
"907","KS","Kansas","1600000US2033625","17207800500000","Hutchinson",0,94701271,0
"908","NC","North Carolina","1600000US3733560","34209000100000","Indian Trail",17598900,22765789,77.3
"909","SC","South Carolina","1600000US4525810","41202100100000","Florence",269025344,87421701,307.73
"910","IL","Illinois","1600000US1765442","14209901600000","Romeoville",201096777,92113258,218.31
"911","IL","Illinois","1600000US1711332","14202250300000","Carol Stream",51606714,45620432,113.12
"912","FL","Florida","1600000US1257550","10202900100000","Plantation",248403350,179673658,138.25
"913","MS","Mississippi","1600000US2854040","25201700200000","Olive Branch",110852879,76849116,144.25
"914","IL","Illinois","1600000US1757875","14201607600000","Park Ridge",98561217,54163194,181.97
"915","IL","Illinois","1600000US1773157","14201650700000","Streamwood",77574267,51975747,149.25
"916","MO","Missouri","1600000US2911242","26201600100000","Cape Girardeau",125353960,73244511,171.14
"917","CA","California","1600000US0604996","05201951800000","Bell Gardens",126828801,40286125,314.82
"918","IL","Illinois","1600000US1762367","14200101200000","Quincy",157838712,62910117,250.9
"919","ID","Idaho","1600000US1667420","13203300100000","Rexburg",22554356,43949664,51.32
"920","DE","Delaware","1600000US1021200","08200100500000","Dover",113860380,133062731,85.57
"921","OR","Oregon","1600000US4138500","38202460100000","Keizer",29853001,27905050,106.98
"922","UT","Utah","1600000US4965110","45202900700000","Roy",11676636,33390957,34.97
"923","OH","Ohio","1600000US3980892","36207800800000","Warren",89510137,68494010,130.68
"924","OH","Ohio","1600000US3983342","36202502400000","Westerville",242511875,162955951,148.82
"925","OR","Oregon","1600000US4130550","38201700200000","Grants Pass",68341926,61966275,110.29
"926","MA","Massachusetts","1600000US2507740","22201110100000","Braintree",468026827,278648354,167.96
"927","IL","Illinois","1600000US1781087","14201609800000","Wheeling",136526359,75982125,179.68
"928","AL","Alabama","1600000US0178552","01203702600000","Vestavia Hills",151397197,56923588,265.97
"929","IA","Iowa","1600000US1906355","16208200100000","Bettendorf",181380473,68651031,264.21
"930","FL","Florida","1600000US1262100","10205051200000","Royal Palm Beach",16790707,29984754,56
"931","MN","Minnesota","1600000US2713456","24208280100000","Cottage Grove",61294237,78224875,78.36
"932","SC","South Carolina","1600000US4568290","41204200800000","Spartanburg",119892075,63027189,190.22
"933","TN","Tennessee","1600000US4741200","43207590100000","La Vergne",28184426,47122714,59.81
"934","CA","California","1600000US0654806","05204150100000","Pacifica",135630132,62724704,216.23
"935","CA","California","1600000US0609710","05201300200000","Calexico",107552278,42374673,253.81
"936","ND","North Dakota","1600000US3884780","35200901800000","West Fargo",392366843,114634730,342.28
"937","NM","New Mexico","1600000US3516420","32200500100000","Clovis",59550692,61099301,97.47
"938","AZ","Arizona","1600000US0402830","03201160100000","Apache Junction",65287890,49166428,132.79
"939","NJ","New Jersey","1600000US3402080","31200100200000","Atlantic",599883601,310340070,193.3
"940","ID","Idaho","1600000US1664810","13202801000000","Post Falls",27674263,63592505,43.52
"941","TN","Tennessee","1600000US4741520","43209500100000","Lebanon",103716004,89606263,115.75
"942","GA","Georgia","1600000US1325720","11206000400000","East Point",165297996,124886248,132.36
"943","FL","Florida","1600000US1278325","10205950100000","Winter Springs",45324412,48464306,93.52
"944","IL","Illinois","1600000US1777005","14201002100000","Urbana",58694842,45701635,128.43
"945","MI","Michigan","1600000US2656320","23206100400000","Muskegon",91044026,61022981,149.2
"946","TX","Texas","1600000US4863284","44207900400000","Rosenberg",111047324,63482780,174.93
"947","GA","Georgia","1600000US1359724","11205670100000","Peachtree City",63012898,64104452,98.3
"948","OK","Oklahoma","1600000US4056650","37207200600000","Owasso",106100110,72215359,146.92
"949","MA","Massachusetts","1600000US2530840","22200700200000","Holyoke",468774740,221772277,211.38
"950","CO","Colorado","1600000US0854330","06200180100000","Northglenn",74300299,69425418,107.02
"951","CA","California","1600000US0640340","05201902400000","La Puente",31401599,25980934,120.86
"952","IL","Illinois","1600000US1711358","14204500400000","Carpentersville",84058278,56580483,148.56
"953","CA","California","1600000US0673962","05203001800000","Stanton",9822292,37742958,26.02
"954","CA","California","1600000US0648648","05201903100000","Monrovia",226802792,79611772,284.89
"955","AR","Arkansas","1600000US0533400","04202600100000","Hot Springs",358772451,103810282,345.6
"956","IN","Indiana","1600000US1861092","15206450100000","Portage",0,0,NA
"957","MS","Mississippi","1600000US2874840","25204100400000","Tupelo",222038554,130968734,169.54
"958","CA","California","1600000US0648788","05203650100000","Montclair",136091674,47542333,286.25
"959","IN","Indiana","1600000US1852326","15202200300000","New Albany",0,0,NA
"960","WA","Washington","1600000US5340245","48200800400000","Longview",103053378,90617668,113.72
"961","AL","Alabama","1600000US0162328","01200100300000","Prattville",85555800,59228506,144.45
"962","UT","Utah","1600000US4960930","45202501000000","Pleasant Grove",70785056,50283853,140.77
"963","GA","Georgia","1600000US1366668","11205700200000","Rome",104623770,104405474,100.21
"964","UT","Utah","1600000US4967825","45202530200000","Saratoga Springs",70090905,88977549,78.77
"965","SC","South Carolina","1600000US4534045","41200760100000","Hilton Head Island",183125791,85098669,215.19
"966","FL","Florida","1600000US1260975","10205002100000","Riviera Beach",223662285,135926167,164.55
"967","OR","Oregon","1600000US4155200","38200300700000","Oregon City",83532941,86374494,96.71
"968","CA","California","1600000US0640354","05203360200000","La Quinta",33868988,82408806,41.1
"969","IL","Illinois","1600000US1732746","14201650500000","Hanover Park",81173096,61562211,131.86
"970","FL","Florida","1600000US1216875","10206400200000","Deland",49258182,71546068,68.85
"971","KS","Kansas","1600000US2039000","17205200200000","Leavenworth",66477316,50059791,132.8
"972","CA","California","1600000US0646114","05200700600000","Martinez",95889929,54236750,176.8
"973","ME","Maine","1600000US2338740","20200100200000","Lewiston",233020012,174731147,133.36
"974","OH","Ohio","1600000US3935476","36202501200000","Hilliard",109290329,71174451,153.55
"975","IL","Illinois","1600000US1765078","14208101300000","Rock Island",354924917,79786388,444.84
"976","KY","Kentucky","1600000US2130700","18210500100000","Georgetown",86572165,57760821,149.88
"977","GA","Georgia","1600000US1377652","11204410300000","Tucker",3902298,22675666,17.21
"978","MN","Minnesota","1600000US2754214","24202702900000","Richfield",97905990,69111999,141.66
"979","FL","Florida","1600000US1221150","10203610100000","Estero",20475452,18664000,109.71
"980","CA","California","1600000US0685446","05203310200000","Wildomar",8656115,22505580,38.46
"981","OH","Ohio","1600000US3979002","36202502100000","Upper Arlington",179293485,67045702,267.42
"982","TX","Texas","1600000US4816624","44205000100000","Copperas Cove",97975415,43080565,227.42
"983","CA","California","1600000US0678148","05201952200000","Temple City",21105506,21518787,98.08
"984","IN","Indiana","1600000US1848528","15204590100000","Merrillville",0,0,NA
"985","CA","California","1600000US0649138","05205660100000","Moorpark",7128398,31736918,22.46
"986","MN","Minnesota","1600000US2755852","24206200800000","Roseville",56099851,61202620,91.66
"987","IL","Illinois","1600000US1710487","14201601400000","Calumet City",364132376,59598811,610.97
"988","UT","Utah","1600000US4949710","45201800200000","Midvale",82913800,44557983,186.08
"989","TX","Texas","1600000US4825452","44205701000000","Farmers Branch",114845762,129308277,88.82
"990","FL","Florida","1600000US1239525","10200670300000","Lauderdale Lakes",5007501,4271735,117.22
"991","AZ","Arizona","1600000US0422220","03200700400000","El Mirage",56615157,55353931,102.28
